CustomerID,Age,Gender,IncomeLevel,Occupation,GeographicLocation,AccountType,NumberOfAccounts,AverageBalance,TransactionVolume,DepositPatterns,SpendingPatterns,ChannelUsage,EngagementFrequency,ServiceUsage,RevenueContribution,CostToServe,LifetimeValue,ChurnRate,CreditScore,LoanRepaymentHistory,DebtToIncomeRatio,AgeGroup,IncomeGroup,HighValueCustomer,TransactionToBalanceRatio,DebtToIncomeCategory,ChurnRiskCategory,Cluster,PreferredChannels,ContentType
9326,65,Female,116996,Retired,North,Savings,3,20133,272,223,9217,Branch,29,Yes,12603,4482,88390,0.9788543073117488,594,Average,0.1411638944464806,61-70,100K-150K,True,0.0135101574529379,0-20%,Very High,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Healthcare finance articles.
9327,42,Female,47268,Retired,Central,Checking,3,35699,8,7464,7205,Mobile,27,No,509,1585,19260,0.8950009131128219,342,Poor,0.584265060127693,41-50,40K-60K,False,0.0002240959130507,41-60%,Very High,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on retirement planning.
9328,55,Female,84636,Retired,Central,Savings,4,49560,93,3573,5975,Branch,20,Yes,11280,2307,82234,0.2805607995654597,781,Poor,0.1545479449611237,51-60,80K-100K,True,0.0018765133171912,0-20%,Low,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on estate planning.
9329,30,Male,42068,Retired,Central,Savings,3,32434,158,9847,1279,Online,4,Yes,8601,1576,66676,0.2668455067136077,401,Poor,0.50198419111411,18-30,40K-60K,True,0.0048714312141579,41-60%,Low,1,"['Social Media', 'Mobile Apps', 'Online Platforms']",Educational content on financial literacy.
9330,21,Male,48247,Professional,East,Checking,4,34206,86,9647,7357,Mobile,5,Yes,13913,2901,80453,0.3548531909630243,767,Average,0.4365566655269925,18-30,40K-60K,True,0.0025141787990411,41-60%,Low,1,"['Social Media', 'Mobile Apps', 'Online Platforms']",Educational content on financial literacy.
9331,31,Female,85121,Professional,Central,Checking,1,34304,196,6078,5004,Online,2,No,4054,2398,26462,0.5090259654983615,447,Average,0.259248162609321,31-40,80K-100K,False,0.005713619402985,21-40%,Medium,0,"['Email', 'Online Platforms', 'In-Person Consultations']",Articles on investment strategies.
9332,50,Female,143761,Unemployed,South,Checking,1,44182,388,2461,2020,Branch,14,Yes,12396,534,76029,0.8969829684399915,361,Good,0.4086092273713042,41-50,100K-150K,True,0.0087818568647865,41-60%,Very High,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on retirement planning.
9333,45,Female,108670,Professional,East,Savings,1,26288,162,8901,9378,Online,15,No,5449,831,69878,0.5013908333492445,709,Average,0.7390072116296813,41-50,100K-150K,True,0.006162507608034,61-80%,Medium,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on retirement planning.
9334,69,Female,36285,Unemployed,East,Savings,4,39694,382,225,7306,Online,6,Yes,10439,434,43658,0.7834433557818826,829,Poor,0.3112480957860357,61-70,20K-40K,False,0.0096236206983423,21-40%,High,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Healthcare finance articles.
9335,54,Male,120539,Professional,West,Checking,3,28114,422,9023,247,Mobile,27,No,8268,2225,14905,0.5788986246402592,529,Good,0.4009508131483702,51-60,100K-150K,False,0.0150103151454791,41-60%,Medium,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on estate planning.
9336,25,Female,106903,Professional,Central,Checking,4,25502,257,7628,2626,Mobile,2,Yes,16025,489,72366,0.2289499190482523,794,Good,0.61225646036248,18-30,100K-150K,True,0.0100776409693357,61-80%,Low,1,"['Social Media', 'Mobile Apps', 'Online Platforms']",Educational content on financial literacy.
9337,61,Male,148255,Professional,South,Savings,1,49124,293,2430,2170,Branch,9,Yes,7698,4425,54790,0.4216583918662966,468,Average,0.8113870165781069,61-70,100K-150K,True,0.0059644980050484,81-100%,Medium,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Healthcare finance articles.
9338,51,Female,44136,Self-Employed,South,Checking,3,30851,260,1721,1007,Branch,11,Yes,15809,211,38954,0.4126267159294389,482,Good,0.3262182737843697,51-60,40K-60K,False,0.0084276036433178,21-40%,Medium,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on estate planning.
9339,61,Male,80378,Retired,West,Savings,2,22222,163,8623,3433,Branch,22,No,3889,4506,89290,0.992314085154948,759,Poor,0.1856768756309377,61-70,80K-100K,True,0.0073350733507335,0-20%,Very High,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Healthcare finance articles.
9340,22,Female,57787,Self-Employed,South,Savings,1,48441,316,7201,2417,Branch,5,Yes,13331,2366,97199,0.5498857852391056,349,Good,0.9776018393703408,18-30,40K-60K,True,0.0065233995995128,81-100%,Medium,0,"['Social Media', 'Mobile Apps', 'Online Platforms']",Educational content on financial literacy.
9341,22,Female,44425,Professional,East,Checking,4,36534,66,9060,5959,Online,11,No,10161,3258,35972,0.0757083117678515,835,Average,0.0181631187063382,18-30,40K-60K,False,0.0018065363770734,0-20%,Very Low,1,"['Social Media', 'Mobile Apps', 'Online Platforms']",Educational content on financial literacy.
9342,48,Male,115001,Professional,North,Savings,4,41942,291,6888,4211,Branch,3,No,6837,1035,68877,0.5746448725211578,307,Good,0.5969452359133328,41-50,100K-150K,True,0.006938152687044,41-60%,Medium,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on retirement planning.
9343,62,Male,38961,Self-Employed,East,Checking,4,31422,465,7187,3445,Online,26,No,3779,394,53046,0.5664580287377917,308,Poor,0.3970294325656465,61-70,20K-40K,True,0.0147985487874737,21-40%,Medium,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Healthcare finance articles.
9344,26,Female,53443,Unemployed,North,Savings,2,29643,284,9960,320,Branch,14,No,19645,52,62253,0.4804407864335088,574,Poor,0.0063744020388539,18-30,40K-60K,True,0.0095806767196302,0-20%,Medium,0,"['Social Media', 'Mobile Apps', 'Online Platforms']",Educational content on financial literacy.
9345,59,Male,38823,Retired,South,Savings,3,49311,73,5290,6122,Mobile,9,Yes,19074,565,33878,0.3206300576394715,353,Good,0.4685528149265818,51-60,20K-40K,False,0.0014803999107704,41-60%,Low,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on estate planning.
9346,49,Female,95409,Unemployed,Central,Savings,4,16650,439,2429,5799,Branch,24,Yes,15025,2723,85879,0.2479243864557566,414,Good,0.6148724670476388,41-50,80K-100K,True,0.0263663663663663,61-80%,Low,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on retirement planning.
9347,50,Male,91123,Retired,North,Checking,4,1301,453,6548,2710,Online,19,Yes,14740,3592,44887,0.2055626518531653,443,Poor,0.8110416819580322,41-50,80K-100K,False,0.3481936971560338,81-100%,Low,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on retirement planning.
9348,20,Female,124249,Student,East,Savings,4,37418,358,1961,5013,Online,17,No,11236,889,71246,0.0912862888007521,397,Poor,0.3350103413862033,18-30,100K-150K,True,0.0095675877919717,21-40%,Very Low,1,"['Social Media', 'Mobile Apps', 'Online Platforms']",Educational content on financial literacy.
9349,47,Female,45852,Retired,East,Savings,1,34014,498,1952,3832,Online,17,Yes,13317,3681,20771,0.3783412313532579,492,Average,0.916995301051675,41-50,40K-60K,False,0.01464103016405,81-100%,Low,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on retirement planning.
9350,67,Female,57535,Unemployed,East,Checking,1,19447,269,358,674,Online,26,Yes,15619,1981,88861,0.7196313103608046,679,Average,0.9844390285282224,61-70,40K-60K,True,0.0138324677328122,81-100%,High,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Healthcare finance articles.
9351,29,Female,27004,Retired,East,Checking,2,2358,12,7434,6136,Online,14,No,15650,3422,35860,0.579672958602117,424,Poor,0.6065211185112565,18-30,20K-40K,False,0.005089058524173,61-80%,Medium,0,"['Social Media', 'Mobile Apps', 'Online Platforms']",Educational content on financial literacy.
9352,46,Female,126032,Student,West,Savings,3,29882,111,3761,7635,Online,24,No,5971,1661,7741,0.0150963584900336,794,Average,0.7428476251623577,41-50,100K-150K,False,0.0037146108024897,61-80%,Very Low,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on retirement planning.
9353,20,Female,47823,Student,South,Checking,3,31068,424,6932,2686,Online,14,Yes,5026,2287,48697,0.8342509001361629,639,Good,0.474614873213774,18-30,40K-60K,False,0.0136474829406463,41-60%,Very High,1,"['Social Media', 'Mobile Apps', 'Online Platforms']",Educational content on financial literacy.
9354,43,Female,124913,Professional,Central,Savings,4,47485,97,631,1398,Branch,10,Yes,2327,3307,85739,0.3999050916312163,680,Poor,0.6681058315187386,41-50,100K-150K,True,0.0020427503422133,61-80%,Low,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on retirement planning.
9355,47,Female,74086,Student,West,Savings,4,12793,231,1565,8349,Branch,23,Yes,13487,914,57611,0.7026385104393041,455,Good,0.5406043843363729,41-50,60K-80K,True,0.0180567497850386,41-60%,High,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on retirement planning.
9356,26,Male,138336,Self-Employed,South,Savings,1,18429,73,527,4958,Branch,29,Yes,19798,2736,30651,0.7637065159936604,839,Average,0.3879148910140474,18-30,100K-150K,False,0.0039611481903521,21-40%,High,0,"['Social Media', 'Mobile Apps', 'Online Platforms']",Educational content on financial literacy.
9357,43,Male,27131,Unemployed,North,Savings,1,40529,444,236,2387,Mobile,7,Yes,16881,2223,24635,0.4765554140791272,512,Average,0.587258617062224,41-50,20K-40K,False,0.0109551185570825,41-60%,Medium,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on retirement planning.
9358,19,Male,103232,Self-Employed,West,Savings,1,37982,306,6946,1623,Online,13,Yes,1149,3524,18546,0.7923665739520175,529,Average,0.393403737055311,18-30,100K-150K,False,0.0080564477910589,21-40%,High,0,"['Social Media', 'Mobile Apps', 'Online Platforms']",Educational content on financial literacy.
9359,20,Female,45649,Self-Employed,West,Savings,1,27114,142,7529,5482,Branch,3,No,19846,1115,2664,0.6097078643762334,502,Average,0.1994048540757382,18-30,40K-60K,False,0.0052371468614,0-20%,High,0,"['Social Media', 'Mobile Apps', 'Online Platforms']",Educational content on financial literacy.
9360,63,Female,24099,Unemployed,West,Checking,4,43475,362,3785,7234,Mobile,29,No,9530,4964,2861,0.7964142102297991,567,Average,0.9148052016604928,61-70,20K-40K,False,0.0083266244968372,81-100%,High,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Healthcare finance articles.
9361,21,Female,70806,Self-Employed,West,Savings,1,5601,334,9103,5450,Mobile,6,Yes,8807,1826,3831,0.6830997798330232,436,Poor,0.4055821526345577,18-30,60K-80K,False,0.0596322085341903,41-60%,High,0,"['Social Media', 'Mobile Apps', 'Online Platforms']",Educational content on financial literacy.
9362,42,Male,51571,Self-Employed,North,Savings,3,12898,387,6248,2546,Online,10,Yes,17277,4141,67102,0.1636932314189431,431,Good,0.0540330087137012,41-50,40K-60K,True,0.030004651884013,0-20%,Very Low,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on retirement planning.
9363,68,Male,50580,Self-Employed,East,Checking,1,19162,143,7408,4176,Mobile,5,Yes,13262,1132,26780,0.2408242826679291,506,Average,0.9490390294417788,61-70,40K-60K,False,0.0074626865671641,81-100%,Low,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Healthcare finance articles.
9364,30,Male,134163,Student,West,Savings,2,9628,120,1499,3380,Branch,21,Yes,6996,4296,58367,0.4247237631955559,501,Poor,0.1442033068744537,18-30,100K-150K,True,0.0124636476942251,0-20%,Medium,0,"['Social Media', 'Mobile Apps', 'Online Platforms']",Educational content on financial literacy.
9365,56,Male,146627,Unemployed,South,Savings,1,26378,12,3826,2578,Online,29,No,3517,3165,23078,0.3790402974503529,341,Average,0.2853746836179049,51-60,100K-150K,False,0.000454924558344,21-40%,Low,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on estate planning.
9366,61,Male,114200,Unemployed,East,Savings,4,24656,72,3920,2193,Branch,6,Yes,8001,2202,64306,0.3107455717498634,825,Poor,0.7466265417881318,61-70,100K-150K,True,0.0029201817001946,61-80%,Low,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Healthcare finance articles.
9367,52,Female,101118,Unemployed,North,Savings,4,24759,150,2659,8124,Branch,8,No,19670,4887,80937,0.4630307338008652,474,Good,0.7901047815693593,51-60,100K-150K,True,0.0060584030049678,61-80%,Medium,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on estate planning.
9368,40,Male,46469,Self-Employed,Central,Checking,4,33724,254,4379,7823,Mobile,25,No,15839,1716,40171,0.5212207649812977,687,Average,0.9737266003630062,31-40,40K-60K,False,0.0075317281461273,81-100%,Medium,1,"['Email', 'Online Platforms', 'In-Person Consultations']",Articles on investment strategies.
9369,26,Female,85179,Student,North,Savings,1,38568,388,1324,1194,Online,5,No,6339,4220,22415,0.9100434140866746,463,Good,0.2757773318686561,18-30,80K-100K,False,0.0100601534951254,21-40%,Very High,0,"['Social Media', 'Mobile Apps', 'Online Platforms']",Educational content on financial literacy.
9370,19,Female,107938,Unemployed,Central,Checking,3,34592,472,8637,5998,Mobile,10,Yes,4337,4121,43992,0.3000402249105259,722,Average,0.9961853158828644,18-30,100K-150K,False,0.0136447733580018,81-100%,Low,1,"['Social Media', 'Mobile Apps', 'Online Platforms']",Educational content on financial literacy.
9371,58,Female,135973,Retired,South,Checking,4,21189,254,1153,5846,Mobile,23,Yes,13433,3036,89018,0.0549530876870736,469,Good,0.8415159459342348,51-60,100K-150K,True,0.0119873519278871,81-100%,Very Low,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on estate planning.
9372,61,Male,44236,Unemployed,Central,Checking,3,30742,498,8761,4763,Branch,1,Yes,2793,2445,65678,0.3132268305367411,563,Poor,0.006406003988592,61-70,40K-60K,True,0.0161993364127252,0-20%,Low,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Healthcare finance articles.
9373,48,Male,45110,Professional,West,Savings,4,15241,382,3068,9149,Branch,13,No,10088,3207,82544,0.7161895423141049,529,Average,0.7479185310623754,41-50,40K-60K,True,0.0250639721803031,61-80%,High,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on retirement planning.
9374,61,Female,43430,Retired,East,Savings,4,42263,7,6567,5080,Mobile,5,No,7520,4008,1891,0.3817505263184227,423,Poor,0.5395719565375624,61-70,40K-60K,False,0.0001656295104464,41-60%,Low,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Healthcare finance articles.
9375,64,Male,64407,Unemployed,East,Checking,3,40078,368,6527,7557,Branch,26,No,19655,1265,65412,0.1941099888960635,810,Poor,0.725823173009164,61-70,60K-80K,True,0.0091820949149159,61-80%,Very Low,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Healthcare finance articles.
9376,19,Male,57948,Self-Employed,West,Checking,2,42046,403,9305,5266,Mobile,19,No,13497,2868,66916,0.3873973057490673,724,Average,0.2601982118795434,18-30,40K-60K,True,0.0095847405222851,21-40%,Low,0,"['Social Media', 'Mobile Apps', 'Online Platforms']",Educational content on financial literacy.
9377,49,Female,103299,Unemployed,East,Savings,4,4297,448,4268,7313,Online,26,Yes,1402,4859,95416,0.719980019863245,763,Average,0.0499828718348616,41-50,100K-150K,True,0.104258785198976,0-20%,High,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on retirement planning.
9378,35,Female,134496,Student,North,Savings,3,15455,132,5346,2995,Branch,28,Yes,19029,2931,49116,0.0935951387419578,838,Average,0.8412611998770877,31-40,100K-150K,False,0.0085409252669039,81-100%,Very Low,1,"['Email', 'Online Platforms', 'In-Person Consultations']",Articles on investment strategies.
9379,30,Female,102565,Student,West,Savings,4,23429,124,9188,1705,Branch,16,Yes,9545,1287,38607,0.6956250669467167,518,Good,0.6680328501104359,18-30,100K-150K,False,0.0052925861112296,61-80%,High,1,"['Social Media', 'Mobile Apps', 'Online Platforms']",Educational content on financial literacy.
9380,63,Female,77367,Unemployed,West,Savings,1,12511,204,2369,1668,Mobile,18,No,6923,3573,37740,0.1356413873944549,438,Poor,0.6265035368928388,61-70,60K-80K,False,0.0163056510270961,61-80%,Very Low,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Healthcare finance articles.
9381,22,Female,58180,Self-Employed,East,Savings,3,8089,242,8622,3954,Mobile,19,Yes,15330,2481,57230,0.97990716893277,539,Average,0.5499701320584773,18-30,40K-60K,True,0.0299171714674248,41-60%,Very High,1,"['Social Media', 'Mobile Apps', 'Online Platforms']",Educational content on financial literacy.
9382,59,Male,24652,Self-Employed,Central,Checking,4,23880,59,6540,6240,Branch,10,Yes,9139,287,38850,0.4442097374830491,736,Poor,0.5845680585962141,51-60,20K-40K,False,0.0024706867671691,41-60%,Medium,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on estate planning.
9383,61,Female,92370,Self-Employed,South,Checking,2,49271,74,680,4283,Online,25,No,10617,2350,8211,0.3916436404194645,327,Good,0.4509044413861113,61-70,80K-100K,False,0.0015018976679994,41-60%,Low,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Healthcare finance articles.
9384,27,Male,122755,Unemployed,Central,Checking,1,39402,381,1594,6732,Branch,25,Yes,3495,3535,68214,0.5852337066978053,822,Poor,0.6254715565925836,18-30,100K-150K,True,0.0096695599208162,61-80%,Medium,0,"['Social Media', 'Mobile Apps', 'Online Platforms']",Educational content on financial literacy.
9385,60,Male,108023,Unemployed,North,Savings,4,14305,498,8246,4945,Mobile,2,No,2898,604,56800,0.1443905507526871,479,Poor,0.307256690008064,51-60,100K-150K,True,0.0348130024466969,21-40%,Very Low,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on estate planning.
9386,42,Female,147845,Professional,West,Checking,1,16676,360,1003,623,Online,9,No,9702,3698,83410,0.3326268107190101,639,Good,0.8884325285172776,41-50,100K-150K,True,0.0215879107699688,81-100%,Low,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on retirement planning.
9387,51,Female,27084,Student,West,Savings,2,24297,472,6814,5406,Online,19,Yes,13094,2180,95013,0.5718657913336022,844,Good,0.8794897875361983,51-60,20K-40K,True,0.0194262666172778,81-100%,Medium,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on estate planning.
9388,54,Male,65630,Retired,North,Checking,3,34817,292,2004,7709,Online,12,No,16172,4173,92220,0.0690603547525681,565,Poor,0.1665992181866041,51-60,60K-80K,True,0.0083867076428181,0-20%,Very Low,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on estate planning.
9389,47,Female,73276,Retired,South,Savings,4,37369,266,2951,8984,Mobile,12,No,17929,997,6159,0.2566463894045612,786,Good,0.283102395280734,41-50,60K-80K,False,0.0071181995771896,21-40%,Low,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on retirement planning.
9390,24,Male,100228,Student,West,Checking,3,40233,404,8986,5169,Branch,3,No,2544,1478,90882,0.4973564148961173,475,Poor,0.6846262931073865,18-30,100K-150K,True,0.0100415082146496,61-80%,Medium,1,"['Social Media', 'Mobile Apps', 'Online Platforms']",Educational content on financial literacy.
9391,23,Female,135052,Professional,Central,Checking,4,29802,454,6064,3166,Branch,21,Yes,11093,3171,45758,0.6735125533427638,529,Average,0.2806025086752534,18-30,100K-150K,False,0.015233876921012,21-40%,High,1,"['Social Media', 'Mobile Apps', 'Online Platforms']",Educational content on financial literacy.
9392,20,Female,22655,Student,North,Savings,4,8749,214,9793,650,Online,13,Yes,1893,2266,72117,0.3117623248492266,812,Poor,0.0785539733301809,18-30,20K-40K,True,0.0244599382786604,0-20%,Low,1,"['Social Media', 'Mobile Apps', 'Online Platforms']",Educational content on financial literacy.
9393,30,Male,77752,Professional,West,Savings,3,36751,241,8460,2422,Branch,4,Yes,13007,81,81780,0.6251747002265065,463,Average,0.4124619005076364,18-30,60K-80K,True,0.0065576446899404,41-60%,High,1,"['Social Media', 'Mobile Apps', 'Online Platforms']",Educational content on financial literacy.
9394,20,Male,125737,Professional,Central,Checking,3,49025,222,670,4824,Mobile,1,No,7633,626,81808,0.2513449876779192,468,Poor,0.0442012952298913,18-30,100K-150K,True,0.0045283018867924,0-20%,Low,1,"['Social Media', 'Mobile Apps', 'Online Platforms']",Educational content on financial literacy.
9395,43,Female,119618,Self-Employed,North,Checking,4,12312,216,9633,113,Branch,1,No,11056,2987,37185,0.4345410090120598,773,Good,0.8842394131064906,41-50,100K-150K,False,0.0175438596491228,81-100%,Medium,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on retirement planning.
9396,41,Female,67670,Student,North,Savings,2,33568,20,4265,3498,Mobile,21,Yes,448,1139,63952,0.4223891268700572,525,Average,0.7940215516697937,41-50,60K-80K,True,0.0005958055290753,61-80%,Medium,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on retirement planning.
9397,23,Female,25272,Retired,North,Savings,2,30495,217,7767,2053,Online,4,No,816,4803,50593,0.03555849680911,408,Average,0.5955606482411144,18-30,20K-40K,False,0.0071159206427283,41-60%,Very Low,0,"['Social Media', 'Mobile Apps', 'Online Platforms']",Educational content on financial literacy.
9398,60,Male,20218,Unemployed,South,Savings,4,33709,497,5064,2875,Online,24,No,13333,1951,20105,0.9401389006941197,507,Good,0.3724135810375257,51-60,20K-40K,False,0.014743836957489,21-40%,Very High,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on estate planning.
9399,66,Female,116428,Unemployed,North,Checking,3,47868,274,8244,1760,Mobile,2,Yes,10487,412,69166,0.753527763623319,771,Good,0.124563751149072,61-70,100K-150K,True,0.0057240745383136,0-20%,High,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Healthcare finance articles.
9400,59,Female,57471,Student,East,Checking,2,26103,322,2759,4988,Online,8,No,17300,1730,65769,0.5870982373914149,783,Poor,0.1208715991544814,51-60,40K-60K,True,0.0123357468490211,0-20%,Medium,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on estate planning.
9401,29,Female,68762,Unemployed,East,Savings,4,8173,150,9291,1548,Branch,16,No,1006,4769,84277,0.3234632501528552,802,Average,0.5684589854535267,18-30,60K-80K,True,0.0183531139116603,41-60%,Low,1,"['Social Media', 'Mobile Apps', 'Online Platforms']",Educational content on financial literacy.
9402,66,Female,41515,Professional,North,Checking,1,17417,268,4291,3989,Branch,22,Yes,9319,4921,33045,0.8253967507152429,620,Poor,0.8960575747262214,61-70,40K-60K,False,0.0153872653154963,81-100%,Very High,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Healthcare finance articles.
9403,53,Male,54307,Unemployed,West,Savings,4,31778,137,889,4306,Branch,10,No,12942,3821,72152,0.7045416329506955,661,Good,0.1449534539585442,51-60,40K-60K,True,0.0043111586632261,0-20%,High,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on estate planning.
9404,19,Male,138121,Professional,East,Checking,3,25360,348,9690,5901,Mobile,9,No,10034,4712,79141,0.1390018253844699,803,Good,0.9257099377917404,18-30,100K-150K,True,0.0137223974763406,81-100%,Very Low,1,"['Social Media', 'Mobile Apps', 'Online Platforms']",Educational content on financial literacy.
9405,28,Male,98681,Professional,Central,Savings,4,40314,301,4548,8614,Branch,27,No,15175,1938,41722,0.5640991998809072,393,Good,0.9147491199792288,18-30,80K-100K,False,0.0074663888475467,81-100%,Medium,1,"['Social Media', 'Mobile Apps', 'Online Platforms']",Educational content on financial literacy.
9406,56,Female,37986,Retired,Central,Savings,1,32900,371,3705,967,Online,22,No,4226,4205,51447,0.2638073274705176,605,Poor,0.8933470079675921,51-60,20K-40K,True,0.0112765957446808,81-100%,Low,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on estate planning.
9407,51,Female,104624,Unemployed,West,Checking,1,27655,481,4789,970,Branch,7,Yes,16357,457,93192,0.726218151486494,730,Average,0.2257508665606843,51-60,100K-150K,True,0.0173928765141927,21-40%,High,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on estate planning.
9408,43,Female,90600,Retired,Central,Savings,4,33777,319,496,8508,Branch,8,Yes,4719,1078,9389,0.42243659474288,582,Poor,0.9148064917423544,41-50,80K-100K,False,0.00944429641472,81-100%,Medium,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on retirement planning.
9409,35,Male,132092,Unemployed,West,Savings,1,2727,13,1589,612,Mobile,29,No,11960,1290,88664,0.2537103870643836,737,Poor,0.4784411656556641,31-40,100K-150K,True,0.0047671433810047,41-60%,Low,0,"['Email', 'Online Platforms', 'In-Person Consultations']",Articles on investment strategies.
9410,38,Male,138336,Professional,Central,Checking,4,40500,46,8262,9939,Online,17,Yes,1491,4388,82964,0.9182939347828536,848,Poor,0.4293921128250176,31-40,100K-150K,True,0.0011358024691358,41-60%,Very High,1,"['Email', 'Online Platforms', 'In-Person Consultations']",Articles on investment strategies.
9411,53,Male,135793,Unemployed,North,Checking,3,48635,22,8181,8902,Branch,11,Yes,14849,1149,89779,0.91073805849104,446,Average,0.6266281575149527,51-60,100K-150K,True,0.000452349131284,61-80%,Very High,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on estate planning.
9412,57,Male,74888,Retired,Central,Checking,3,45187,306,7341,9970,Online,11,No,2831,1010,26818,0.8209091489885223,736,Good,0.9317167833403928,51-60,60K-80K,False,0.0067718591630336,81-100%,Very High,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on estate planning.
9413,69,Female,107732,Self-Employed,North,Checking,3,4098,383,7683,6696,Mobile,23,No,16341,468,90010,0.0958422777320502,661,Good,0.4693670642620802,61-70,100K-150K,True,0.0934602244997559,41-60%,Very Low,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Healthcare finance articles.
9414,63,Male,31603,Retired,Central,Savings,2,5044,214,4702,4937,Mobile,15,No,17326,1317,68474,0.7550188385021187,596,Average,0.9978996291983152,61-70,20K-40K,True,0.042426645519429,81-100%,High,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Healthcare finance articles.
9415,61,Male,88024,Self-Employed,Central,Savings,4,48995,436,5121,999,Branch,7,No,19591,2581,4572,0.0810845629109602,401,Poor,0.0783397482966945,61-70,80K-100K,False,0.0088988672313501,0-20%,Very Low,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Healthcare finance articles.
9416,39,Female,110728,Student,Central,Savings,3,30980,288,8438,7300,Branch,29,Yes,19370,1668,12225,0.1045386959758875,431,Good,0.6083415523214892,31-40,100K-150K,False,0.0092963202065848,61-80%,Very Low,1,"['Email', 'Online Platforms', 'In-Person Consultations']",Articles on investment strategies.
9417,47,Male,48897,Retired,North,Savings,4,18657,297,787,9503,Online,3,Yes,939,3657,44846,0.1625362247899996,750,Poor,0.9544421010656756,41-50,40K-60K,False,0.0159189580318379,81-100%,Very Low,1,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Guides on retirement planning.
9418,67,Female,38802,Unemployed,Central,Savings,1,19860,334,6339,8233,Branch,23,Yes,4572,2593,21038,0.6891530889479827,674,Good,0.8048033296598068,61-70,20K-40K,False,0.0168177240684793,81-100%,High,0,"['Traditional Media', 'Phone Calls', 'In-Person Visits']",Healthcare finance articles.
