CustomerID,Age,Gender,IncomeLevel,Occupation,GeographicLocation,AccountType,NumberOfAccounts,AverageBalance,TransactionVolume,DepositPatterns,SpendingPatterns,ChannelUsage,EngagementFrequency,ServiceUsage,RevenueContribution,CostToServe,LifetimeValue,ChurnRate,CreditScore,LoanRepaymentHistory,DebtToIncomeRatio,AgeGroup,IncomeGroup,HighValueCustomer,TransactionToBalanceRatio,DebtToIncomeCategory,ChurnRiskCategory,Cluster
7565,55,Male,80848,Retired,North,Savings,3,29630,175,6591,8765,Branch,4,No,12518,4983,21030,0.3735412976435591,759,Poor,0.7219804598009838,51-60,80K-100K,False,0.0059061761727978,61-80%,Low,1
7566,31,Female,103488,Unemployed,Central,Checking,3,6045,154,7612,4676,Online,25,No,7036,4045,85922,0.8174630785606749,507,Average,0.4294609713394778,31-40,100K-150K,True,0.025475599669148,41-60%,Very High,1
7567,25,Male,80530,Student,South,Checking,4,39010,8,9703,4973,Online,28,Yes,6262,765,17514,0.927436129381344,508,Good,0.9972480852952054,18-30,80K-100K,False,0.0002050756216354,81-100%,Very High,1
7569,19,Male,138179,Self-Employed,West,Checking,3,1786,281,7260,4514,Online,10,No,13079,2769,50290,0.6216162635111299,478,Poor,0.4257176610365467,18-30,100K-150K,False,0.1573348264277715,41-60%,High,1
7571,54,Male,49381,Professional,East,Checking,4,20630,411,4568,737,Online,8,No,16711,498,1779,0.5688748511440935,452,Poor,0.7719266543694376,51-60,40K-60K,False,0.0199224430441105,61-80%,Medium,1
7583,66,Female,139456,Student,East,Checking,4,2810,395,5941,8241,Mobile,5,Yes,12769,4219,68704,0.1171107538059856,649,Average,0.6381936954545293,61-70,100K-150K,True,0.1405693950177935,61-80%,Very Low,1
7584,60,Male,70216,Unemployed,East,Savings,3,44952,378,1048,2772,Online,5,No,9754,1859,92001,0.3144192640579343,389,Poor,0.1061910580974364,51-60,60K-80K,True,0.0084089695675387,0-20%,Low,1
7587,19,Female,77911,Student,Central,Savings,4,47629,66,8398,9067,Mobile,9,No,18066,2406,43553,0.7873882995982112,793,Poor,0.5157215753094099,18-30,60K-80K,False,0.0013857103865292,41-60%,High,1
7588,21,Male,21436,Self-Employed,West,Savings,4,44790,122,104,3971,Online,5,Yes,8357,2628,56381,0.8555356786604377,338,Average,0.5754801031000646,18-30,20K-40K,True,0.0027238222817593,41-60%,Very High,1
7591,51,Female,131201,Unemployed,East,Checking,3,32547,317,9084,7294,Online,29,No,1490,1580,28330,0.7195010021355718,738,Poor,0.7815859677997853,51-60,100K-150K,False,0.0097397609610716,61-80%,High,1
7592,47,Male,47281,Self-Employed,South,Savings,3,29803,103,3612,1809,Branch,23,Yes,13819,3776,3765,0.1730534157684443,515,Average,0.6038429954596907,41-50,40K-60K,False,0.0034560279166526,61-80%,Very Low,1
7595,56,Female,104403,Professional,Central,Checking,4,38645,255,8706,4132,Mobile,6,Yes,3392,2693,95619,0.610453616483592,618,Poor,0.9339723155718352,51-60,100K-150K,True,0.0065985250355802,81-100%,High,1
7599,37,Male,115273,Retired,Central,Savings,3,5172,291,8071,7446,Mobile,25,Yes,14316,431,94302,0.0331972370501987,589,Good,0.3557308464876419,31-40,100K-150K,True,0.0562645011600928,21-40%,Very Low,1
7600,33,Female,41213,Retired,South,Checking,3,41662,287,9811,5262,Mobile,3,Yes,7082,2827,48761,0.0147508574476391,709,Poor,0.8240504049914259,31-40,40K-60K,False,0.0068887715424127,81-100%,Very Low,1
7601,68,Female,113891,Self-Employed,South,Checking,3,3652,53,8887,9515,Online,11,No,5120,330,17792,0.251713674004011,586,Good,0.9318344564987452,61-70,100K-150K,False,0.014512595837897,81-100%,Low,1
7609,26,Male,50858,Self-Employed,South,Checking,3,26533,394,9866,6854,Mobile,19,Yes,16193,3095,6729,0.405371350714679,614,Poor,0.4534944231017592,18-30,40K-60K,False,0.0148494327818188,41-60%,Medium,1
7610,60,Male,62850,Retired,West,Checking,4,37279,91,4208,5003,Mobile,18,No,6387,4194,83584,0.2778823312227884,521,Average,0.8630158103256683,51-60,60K-80K,True,0.0024410526033423,81-100%,Low,1
7611,53,Female,33018,Retired,West,Savings,4,11560,371,4935,4352,Online,8,Yes,6636,4850,28893,0.6466180240395398,304,Poor,0.8057659897180021,51-60,20K-40K,False,0.0320934256055363,81-100%,High,1
7613,39,Male,103017,Professional,West,Savings,4,42827,201,8200,6702,Online,14,Yes,282,3904,48210,0.4274869876990093,758,Good,0.5713566201744124,31-40,100K-150K,False,0.004693300955005,41-60%,Medium,1
7614,39,Female,70790,Professional,Central,Checking,4,34508,149,1308,1395,Branch,19,No,3858,4184,39721,0.1800552042355619,824,Poor,0.4067065188293873,31-40,60K-80K,False,0.0043178393416019,41-60%,Very Low,1
7615,51,Female,101120,Unemployed,North,Savings,4,10498,13,2182,2014,Branch,16,No,6357,4561,88777,0.1952469953089394,596,Good,0.4767687812837894,51-60,100K-150K,True,0.0012383311106877,41-60%,Very Low,1
7616,46,Female,29850,Professional,West,Savings,3,37184,350,6792,4612,Branch,3,Yes,11995,2169,6822,0.7218265033714085,793,Average,0.6089646184327957,41-50,20K-40K,False,0.0094126506024096,61-80%,High,1
7617,55,Male,111237,Unemployed,Central,Savings,3,2757,450,349,6563,Mobile,13,Yes,19569,1166,45811,0.7341994945647754,705,Good,0.583846416605477,51-60,100K-150K,False,0.1632208922742111,41-60%,High,1
7620,35,Male,65975,Unemployed,South,Checking,4,18759,244,5882,5524,Online,19,No,9903,3840,40733,0.5107864734498873,545,Good,0.6015065981588542,31-40,60K-80K,False,0.0130070899301668,61-80%,Medium,1
7622,18,Male,85696,Retired,East,Checking,3,28961,22,3605,6971,Online,5,No,19033,2210,22472,0.1395261517013498,648,Average,0.3590942499655558,,80K-100K,False,0.0007596422775456,21-40%,Very Low,1
7623,50,Male,45832,Self-Employed,North,Checking,4,15292,105,7887,9752,Mobile,21,No,16157,3127,88943,0.5161618728577908,708,Poor,0.4983596398729623,41-50,40K-60K,True,0.0068663353387392,41-60%,Medium,1
7625,41,Male,107826,Unemployed,North,Savings,4,15715,412,9664,2659,Branch,14,No,9500,1676,44085,0.9256995830893536,691,Average,0.9096506324545014,41-50,100K-150K,False,0.0262169901368119,81-100%,Very High,1
7626,21,Female,114977,Unemployed,South,Savings,3,25832,443,3407,4777,Branch,24,No,7933,1627,91563,0.0606661330625051,760,Average,0.8041838995428867,18-30,100K-150K,True,0.0171492722205017,81-100%,Very Low,1
7627,21,Male,44886,Unemployed,West,Checking,4,40308,292,6877,6654,Online,22,No,5362,4406,20479,0.9184021745451182,728,Good,0.0559908430887108,18-30,40K-60K,False,0.0072442195097747,0-20%,Very High,1
7628,35,Male,117930,Retired,Central,Savings,4,41884,11,3982,3782,Online,19,No,354,276,85946,0.1779820926378965,821,Poor,0.7117938715554184,31-40,100K-150K,True,0.0002626301212873,61-80%,Very Low,1
7629,44,Female,28418,Student,West,Savings,4,20220,280,9548,8857,Mobile,20,No,1755,2260,22882,0.6045726429452486,569,Poor,0.907021339326704,41-50,20K-40K,False,0.0138476755687438,81-100%,High,1
7630,60,Female,143152,Professional,North,Checking,4,19688,241,5118,9516,Branch,4,No,6388,3950,40192,0.4368714663935477,538,Poor,0.7673756186833883,51-60,100K-150K,False,0.0122409589597724,61-80%,Medium,1
7631,49,Female,27081,Self-Employed,North,Checking,3,27782,486,4259,6625,Branch,6,Yes,16587,936,26646,0.7009138796241826,835,Good,0.5765995596682275,41-50,20K-40K,False,0.0174933410121661,41-60%,High,1
7633,45,Male,30114,Student,North,Savings,4,16318,407,8131,9914,Online,8,No,14427,3473,77131,0.3897292602714376,790,Good,0.7186541598057359,41-50,20K-40K,True,0.0249417820811373,61-80%,Low,1
7635,58,Female,38722,Professional,North,Savings,4,29874,194,1327,6858,Mobile,11,No,7698,492,76884,0.0264607828220819,542,Good,0.2231010882592282,51-60,20K-40K,True,0.0064939412197897,21-40%,Very Low,1
7638,33,Female,148870,Unemployed,North,Checking,4,38551,269,4352,6558,Mobile,25,Yes,12422,2251,50799,0.6179403356624704,717,Average,0.2601195805871192,31-40,100K-150K,False,0.0069777697076599,21-40%,High,1
7639,51,Male,37985,Retired,East,Checking,4,29753,360,486,1637,Online,22,No,17387,4693,79589,0.4179144430303616,787,Good,0.2653573306055941,51-60,20K-40K,True,0.0120996202063657,21-40%,Medium,1
7641,67,Male,89254,Unemployed,West,Checking,3,2048,94,5429,3182,Branch,8,No,1322,2105,12012,0.5908277966142034,312,Good,0.0225053727768882,61-70,80K-100K,False,0.0458984375,0-20%,Medium,1
7644,66,Female,128918,Retired,North,Checking,3,42920,20,6391,2184,Online,6,No,7313,715,54317,0.8793388859772612,678,Poor,0.058653561861315,61-70,100K-150K,True,0.0004659832246039,0-20%,Very High,1
7648,66,Male,76050,Student,South,Savings,4,24667,140,8362,9253,Branch,3,No,15307,2980,39603,0.2021614872605021,806,Good,0.703625114834779,61-70,60K-80K,False,0.0056755989783921,61-80%,Low,1
7649,54,Male,126747,Professional,East,Checking,4,16508,222,8788,1086,Mobile,26,Yes,3200,3635,11520,0.3818350628332115,570,Average,0.11619907629009,51-60,100K-150K,False,0.013448025199903,0-20%,Low,1
7651,56,Female,145234,Unemployed,West,Checking,4,13308,254,1607,4194,Online,24,Yes,2163,2592,85667,0.5770717409169495,428,Poor,0.2098736501130449,51-60,100K-150K,True,0.0190862639014126,21-40%,Medium,1
7652,59,Female,105421,Student,Central,Checking,3,41541,374,5572,3061,Online,23,No,7751,3828,44077,0.1580125755308126,789,Good,0.1079398071726046,51-60,100K-150K,False,0.0090031535109891,0-20%,Very Low,1
7656,40,Male,134673,Retired,North,Checking,4,9927,28,8720,7554,Online,28,No,18875,3129,26882,0.4863247393824622,584,Good,0.2291190525194721,31-40,100K-150K,False,0.0028205903092575,21-40%,Medium,1
7657,68,Female,46691,Student,East,Checking,4,41884,245,4337,6051,Online,2,No,2548,2776,13816,0.8904261344417433,361,Poor,0.2254266997290229,61-70,40K-60K,False,0.0058494890650367,21-40%,Very High,1
7658,47,Female,125578,Student,East,Savings,4,9824,140,9948,1496,Online,28,Yes,12094,4080,66112,0.855795023670504,518,Average,0.2419477856266516,41-50,100K-150K,True,0.0142508143322475,21-40%,Very High,1
7659,51,Female,134063,Unemployed,West,Savings,3,32359,5,2401,1944,Online,12,No,5195,2943,2523,0.0634750832261792,647,Good,0.7913340926095538,51-60,100K-150K,False,0.0001545165178157,61-80%,Very Low,1
7660,21,Male,37986,Unemployed,South,Savings,4,30117,249,4971,7193,Branch,14,No,5905,1976,16487,0.8244264096600099,310,Good,0.6320990903570796,18-30,20K-40K,False,0.0082677557525649,61-80%,Very High,1
7661,20,Female,47846,Student,North,Savings,4,9478,334,9613,6468,Mobile,7,Yes,12411,103,11991,0.1178917384155023,560,Good,0.2581986112981322,18-30,40K-60K,False,0.0352395020046423,21-40%,Very Low,1
7662,24,Male,142047,Retired,South,Checking,4,46923,115,5875,6186,Mobile,17,Yes,4621,2655,79242,0.1094130178807125,729,Average,0.3801098899709935,18-30,100K-150K,True,0.0024508236898749,21-40%,Very Low,1
7663,35,Male,69665,Self-Employed,South,Checking,3,30336,475,3934,2979,Online,15,No,5428,3473,12588,0.1601870369532703,789,Average,0.3490571786273219,31-40,60K-80K,False,0.0156579641350211,21-40%,Very Low,1
7664,59,Female,133408,Professional,Central,Savings,4,7094,362,9482,6673,Branch,22,No,11338,3712,34469,0.9202878706300602,413,Good,0.2863251767337101,51-60,100K-150K,False,0.0510290386241894,21-40%,Very High,1
7666,57,Male,93728,Professional,East,Checking,4,15702,421,4546,2433,Online,23,Yes,4482,4705,18873,0.3212416081386866,391,Average,0.4350380051412185,51-60,80K-100K,False,0.026811871099223,41-60%,Low,1
7668,39,Female,148114,Student,Central,Checking,3,13593,234,2535,4975,Mobile,18,Yes,6256,3902,12802,0.1167246788643918,641,Good,0.6134151682318718,31-40,100K-150K,False,0.0172147428823659,61-80%,Very Low,1
7670,21,Male,58487,Student,East,Checking,3,2911,66,2901,9154,Online,24,Yes,1092,4287,43064,0.185797211298124,757,Average,0.6022305468804527,18-30,40K-60K,False,0.0226726210924081,61-80%,Very Low,1
7671,63,Female,29412,Unemployed,North,Checking,4,32687,39,8006,8414,Mobile,22,Yes,12046,3326,56358,0.0806603148240017,467,Good,0.5708088171900895,61-70,20K-40K,True,0.0011931348854284,41-60%,Very Low,1
7672,66,Female,142836,Professional,West,Savings,4,5512,176,2960,6858,Mobile,23,Yes,14057,4421,63049,0.0804897858720061,742,Poor,0.9242333600853992,61-70,100K-150K,True,0.0319303338171262,81-100%,Very Low,1
7674,67,Male,71473,Student,North,Checking,4,20059,420,2585,9473,Branch,21,No,10755,1039,18611,0.54729588422075,801,Good,0.8951425925835963,61-70,60K-80K,False,0.0209382322149658,81-100%,Medium,1
7676,46,Male,86553,Professional,South,Savings,3,4989,26,9540,7556,Branch,11,Yes,1900,2759,61770,0.2881667897332676,568,Good,0.9446147093391096,41-50,80K-100K,True,0.0052114652234916,81-100%,Low,1
7677,38,Female,25279,Unemployed,Central,Checking,4,20138,139,7272,964,Mobile,8,Yes,7606,2142,87786,0.0801928933979857,784,Poor,0.669593890834902,31-40,20K-40K,True,0.0069023736220081,61-80%,Very Low,1
7678,43,Female,95948,Professional,North,Checking,4,31447,138,9558,1842,Branch,14,Yes,6566,1295,31861,0.6086168683872645,581,Good,0.7963370503092542,41-50,80K-100K,False,0.0043883359302954,61-80%,High,1
7679,31,Male,27712,Student,West,Savings,4,47806,429,3322,5757,Branch,2,Yes,8804,1837,41620,0.6561854077374164,405,Poor,0.025302359817876,31-40,20K-40K,False,0.0089737689829728,0-20%,High,1
7684,68,Male,26624,Student,Central,Savings,4,34099,457,2302,2163,Mobile,4,No,6491,818,84713,0.5718828234334448,460,Poor,0.7157710889433803,61-70,20K-40K,True,0.0134021525557934,61-80%,Medium,1
7688,41,Female,57462,Unemployed,West,Checking,3,36587,47,7918,7812,Mobile,22,Yes,15636,2307,34153,0.5749348034204097,703,Poor,0.6013329498804524,41-50,40K-60K,False,0.0012846092874518,61-80%,Medium,1
7689,44,Female,78676,Retired,East,Savings,3,5542,334,957,6118,Branch,15,Yes,11405,1390,51493,0.6827231089877878,662,Average,0.2840148231106338,41-50,60K-80K,True,0.0602670516059184,21-40%,High,1
7691,25,Female,122955,Professional,East,Checking,3,5868,205,6344,9300,Online,16,No,4058,4567,96120,0.6205706506051397,658,Good,0.5395530945018052,18-30,100K-150K,True,0.0349352419904567,41-60%,High,1
7692,18,Female,108911,Retired,East,Checking,3,9124,145,6821,901,Online,3,Yes,17670,1461,20211,0.3691707682945604,745,Poor,0.1841913288781629,,100K-150K,False,0.0158921525646646,0-20%,Low,1
7694,66,Male,131030,Unemployed,Central,Checking,3,28192,254,1782,7703,Online,2,No,13764,2870,35642,0.6695309105925679,773,Good,0.5267331362794355,61-70,100K-150K,False,0.0090096481271282,41-60%,High,1
7697,24,Male,49030,Student,South,Savings,4,13955,303,5524,2046,Mobile,16,No,12500,3630,39227,0.5530754267775551,845,Good,0.5464221600261352,18-30,40K-60K,False,0.0217126477964887,41-60%,Medium,1
7699,39,Female,135745,Unemployed,East,Checking,4,28500,391,7793,2519,Online,12,No,14304,3830,86534,0.9400355827322994,698,Average,0.6525301833592307,31-40,100K-150K,True,0.013719298245614,61-80%,Very High,1
7700,52,Male,25207,Student,North,Checking,4,39584,229,1839,8897,Mobile,5,No,18842,4314,7302,0.7236653144022629,364,Good,0.7860651477498508,51-60,20K-40K,False,0.0057851657235246,61-80%,High,1
7702,46,Male,46639,Retired,East,Savings,3,9484,402,2786,9618,Online,26,No,12282,1254,20111,0.729264220484988,564,Poor,0.1116932411575644,41-50,40K-60K,False,0.0423871784057359,0-20%,High,1
7704,28,Female,20420,Self-Employed,Central,Checking,4,1508,421,2123,3370,Branch,28,No,13644,3649,14847,0.0065416524352882,779,Good,0.8213109302700665,18-30,20K-40K,False,0.2791777188328912,81-100%,Very Low,1
7706,46,Male,39198,Unemployed,East,Savings,3,45249,159,397,7636,Mobile,25,No,8756,2764,23845,0.9646487786404928,705,Good,0.7797782862977601,41-50,20K-40K,False,0.0035138898097195,61-80%,Very High,1
7707,68,Male,55608,Professional,North,Savings,3,30289,144,6164,7159,Branch,15,No,4096,4530,21993,0.658691965005014,561,Good,0.4225642148293833,61-70,40K-60K,False,0.0047542011951533,41-60%,High,1
7708,58,Male,66205,Unemployed,North,Checking,3,22560,50,6314,9832,Mobile,17,Yes,12435,4008,32961,0.1740838553947468,517,Good,0.4833384457961645,51-60,60K-80K,False,0.0022163120567375,41-60%,Very Low,1
7709,59,Female,102951,Retired,North,Savings,4,27715,115,4792,4354,Online,8,No,10265,3156,36600,0.8585870765230388,494,Poor,0.3005847288833971,51-60,100K-150K,False,0.0041493775933609,21-40%,Very High,1
7712,48,Male,90511,Retired,South,Checking,4,11810,306,5171,5287,Branch,19,No,14254,3043,79794,0.5133166367768756,394,Good,0.602741428544432,41-50,80K-100K,True,0.0259102455546147,61-80%,Medium,1
7713,47,Female,111997,Retired,Central,Savings,4,27552,86,6320,1605,Online,12,Yes,7218,4271,24415,0.7340380514543492,825,Average,0.5851142821072404,41-50,100K-150K,False,0.0031213704994192,41-60%,High,1
7716,34,Male,84913,Student,Central,Checking,3,18682,146,8258,7062,Branch,6,Yes,10477,204,2518,0.58084750836535,714,Poor,0.0132137227906758,31-40,80K-100K,False,0.0078150090996681,0-20%,Medium,1
7719,40,Male,83203,Self-Employed,East,Checking,3,4858,479,6239,920,Branch,9,No,10163,2905,94661,0.8230742967274423,472,Average,0.0742993257639437,31-40,80K-100K,True,0.0986002470152326,0-20%,Very High,1
7721,32,Female,87394,Professional,West,Checking,4,1740,106,1484,9305,Mobile,11,No,9648,3562,66898,0.9362276897576248,699,Good,0.717689894171997,31-40,80K-100K,True,0.060919540229885,61-80%,Very High,1
7722,63,Female,45489,Unemployed,West,Checking,4,29868,147,7809,2881,Online,28,Yes,15363,474,81211,0.1698929826686436,640,Poor,0.2476711559646353,61-70,40K-60K,True,0.0049216552832462,21-40%,Very Low,1
7724,20,Female,140295,Retired,East,Savings,4,39373,418,7211,5374,Online,18,No,15222,668,77618,0.2170959027399426,832,Average,0.6300480407378992,18-30,100K-150K,True,0.0106164122622101,61-80%,Low,1
7725,36,Male,120369,Retired,Central,Checking,4,30437,48,2221,8805,Branch,27,No,19483,1568,58371,0.4024174452937714,757,Poor,0.4589096122656766,31-40,100K-150K,True,0.0015770279593915,41-60%,Medium,1
7729,67,Female,68005,Professional,East,Checking,3,1175,86,7629,8609,Mobile,16,No,14431,1394,37762,0.2406309734368682,846,Good,0.2536280288593088,61-70,60K-80K,False,0.0731914893617021,21-40%,Low,1
7730,18,Male,26773,Student,East,Checking,3,24454,399,9239,4523,Mobile,9,No,7903,4667,37997,0.8143793267924512,625,Poor,0.1505568736734432,,20K-40K,False,0.0163163490635478,0-20%,Very High,1
7732,38,Male,146717,Retired,South,Savings,4,14654,70,2875,7971,Mobile,2,No,10906,4613,57446,0.3309777429224388,527,Poor,0.1469987442867665,31-40,100K-150K,True,0.0047768527364542,0-20%,Low,1
7733,46,Male,142580,Unemployed,South,Checking,3,43280,282,7884,4031,Mobile,18,No,3945,1549,57366,0.4706728227909617,413,Poor,0.8153205271048727,41-50,100K-150K,True,0.0065157116451016,81-100%,Medium,1
7735,54,Female,52343,Retired,East,Checking,4,36239,408,6790,4577,Branch,26,No,7510,2497,52958,0.8542152697544866,820,Poor,0.6818335617591089,51-60,40K-60K,True,0.011258588813157,61-80%,Very High,1
7736,18,Male,132398,Professional,North,Savings,4,18823,369,6272,2482,Online,20,Yes,17537,4549,87228,0.6824778322725115,376,Poor,0.011916222953592,,100K-150K,True,0.0196036763533974,0-20%,High,1
7740,38,Male,61983,Unemployed,North,Checking,4,14905,45,6123,4940,Online,23,Yes,10758,583,51777,0.6230230099294384,420,Average,0.8743973143489923,31-40,60K-80K,True,0.0030191211003019,81-100%,High,1
7741,33,Male,55972,Unemployed,South,Savings,3,1247,383,4133,8565,Online,12,Yes,4054,3128,36375,0.6119905195206876,610,Poor,0.5792095347253622,31-40,40K-60K,False,0.3071371291098637,41-60%,High,1
7742,61,Male,36959,Retired,East,Checking,4,29025,208,5057,8966,Branch,4,No,17596,1269,70075,0.5524256239985066,409,Good,0.3171791812311424,61-70,20K-40K,True,0.0071662360034453,21-40%,Medium,1
7743,57,Male,134886,Unemployed,West,Savings,4,36662,372,7608,9548,Mobile,17,Yes,16336,1173,73701,0.306339819198912,573,Good,0.5224761586943204,51-60,100K-150K,True,0.0101467459494844,41-60%,Low,1
7745,33,Female,54133,Self-Employed,East,Checking,4,34557,343,8741,7711,Branch,20,No,7229,938,23812,0.8007355367301584,398,Average,0.5574301879544385,31-40,40K-60K,False,0.0099256301183551,41-60%,Very High,1
7747,18,Male,71150,Student,North,Checking,3,27836,52,8916,3400,Mobile,22,No,19641,3023,1593,0.4975103270026346,719,Average,0.1513086688833791,,60K-80K,False,0.0018680844948986,0-20%,Medium,1
7750,60,Male,37400,Unemployed,North,Savings,3,20353,233,4531,6255,Online,28,No,13555,1160,14435,0.6740479966607127,558,Good,0.0265888396695359,51-60,20K-40K,False,0.0114479437920699,0-20%,High,1
7752,40,Male,118329,Student,East,Savings,4,47318,352,7944,8510,Online,15,No,9223,3871,27363,0.7161279918268101,585,Good,0.6262144264087276,31-40,100K-150K,False,0.0074390295447821,61-80%,High,1
7753,24,Male,144438,Self-Employed,East,Checking,4,15863,413,492,952,Mobile,14,No,8429,2780,93510,0.9775558770772896,339,Good,0.4392881184382691,18-30,100K-150K,True,0.0260354283552921,41-60%,Very High,1
7755,24,Male,117753,Retired,West,Checking,3,7320,202,5794,5907,Mobile,22,No,11844,4505,62272,0.7381296837422968,662,Good,0.3287170236476638,18-30,100K-150K,True,0.0275956284153005,21-40%,High,1
7759,63,Female,128863,Self-Employed,West,Savings,3,15698,74,346,4684,Mobile,4,No,7205,3531,39575,0.8306896508112663,752,Average,0.5754716236936328,61-70,100K-150K,False,0.0047139763027137,41-60%,Very High,1
7761,21,Female,45046,Unemployed,East,Checking,4,28917,477,4160,7664,Branch,9,Yes,9294,4831,82417,0.0653236910462918,704,Average,0.2229218689547215,18-30,40K-60K,True,0.0164954870837223,21-40%,Very Low,1
7763,31,Male,43664,Retired,West,Checking,4,41727,51,2882,1347,Mobile,22,Yes,10115,4876,49562,0.4698823007097641,481,Average,0.0155284959605562,31-40,40K-60K,False,0.0012222302106549,0-20%,Medium,1
7764,33,Male,44453,Student,Central,Checking,4,25091,320,9437,987,Branch,12,Yes,12616,87,57236,0.0423039479851722,680,Average,0.7415941588898436,31-40,40K-60K,True,0.0127535769797935,61-80%,Very Low,1
7769,27,Male,83184,Professional,Central,Savings,4,33222,237,2333,1836,Branch,25,No,14974,3608,17977,0.0168225796847918,392,Average,0.7003920211170337,18-30,80K-100K,False,0.0071338269821202,61-80%,Very Low,1
7770,67,Male,108898,Unemployed,East,Checking,3,3593,277,8310,724,Online,6,No,16363,3007,69477,0.4595958070483079,311,Average,0.4438151103255368,61-70,100K-150K,True,0.0770943501252435,41-60%,Medium,1
7772,54,Female,29133,Retired,North,Savings,4,49539,203,3917,7042,Branch,11,No,5787,1794,80874,0.4843490178712238,614,Good,0.0365671934157821,51-60,20K-40K,True,0.0040977815458527,0-20%,Medium,1
7774,23,Female,60533,Student,Central,Savings,4,20786,166,3914,3981,Online,24,No,1632,2907,57672,0.5585288246720285,558,Poor,0.7038332036407074,18-30,60K-80K,True,0.0079861445203502,61-80%,Medium,1
7775,39,Male,25404,Student,West,Checking,4,14071,286,8419,5256,Mobile,7,Yes,10152,587,20958,0.1646694334660468,340,Poor,0.5169700974222273,31-40,20K-40K,False,0.0203254921469689,41-60%,Very Low,1
7776,49,Female,53339,Professional,Central,Savings,4,42881,10,8281,5330,Branch,17,No,18881,2530,17324,0.8030149389161229,397,Poor,0.2359558531023373,41-50,40K-60K,False,0.000233203516709,21-40%,Very High,1
7777,58,Male,48725,Self-Employed,Central,Checking,3,47528,14,8083,5970,Branch,11,Yes,10446,1224,44867,0.033230179557366,803,Good,0.4223723712094959,51-60,40K-60K,False,0.0002945632048476,41-60%,Very Low,1
7781,23,Female,80873,Self-Employed,North,Checking,3,10707,319,7509,305,Branch,26,Yes,3930,414,69740,0.3682736905833407,834,Average,0.1766124453983318,18-30,80K-100K,True,0.0297935929765573,0-20%,Low,1
7782,36,Female,106900,Professional,Central,Checking,3,41752,116,8270,5580,Mobile,1,No,17813,3802,50219,0.6432525560726454,841,Average,0.9454063551734746,31-40,100K-150K,False,0.0027783100210768,81-100%,High,1
7786,50,Male,87916,Self-Employed,Central,Savings,4,38510,155,2658,6029,Mobile,20,Yes,7028,4662,94150,0.2155289057204432,623,Poor,0.3078005632594509,41-50,80K-100K,True,0.0040249285899766,21-40%,Low,1
7789,43,Male,34538,Professional,West,Checking,4,47512,188,6747,9856,Mobile,16,Yes,12703,784,73778,0.4861884536052219,436,Average,0.9289830060565168,41-50,20K-40K,True,0.0039568951001852,81-100%,Medium,1
7790,30,Female,31971,Professional,West,Savings,4,2502,233,2403,472,Mobile,12,No,16538,4358,87482,0.3831267868803242,411,Poor,0.4013469510096528,18-30,20K-40K,True,0.0931254996003197,41-60%,Low,1
7794,44,Male,58655,Unemployed,South,Checking,3,22257,89,8435,9357,Mobile,18,Yes,17438,2295,88995,0.7267490672138446,476,Average,0.7070086410757525,41-50,40K-60K,True,0.0039987419688187,61-80%,High,1
7795,43,Female,97022,Unemployed,North,Savings,4,33408,267,2839,7575,Branch,23,Yes,17385,3335,45539,0.4156626049432854,669,Average,0.511065525084568,41-50,80K-100K,False,0.0079920977011494,41-60%,Medium,1
7797,32,Female,142547,Retired,Central,Checking,3,37713,238,6021,4075,Online,22,Yes,734,3478,93504,0.4501031659633827,721,Poor,0.8468496678128811,31-40,100K-150K,True,0.0063108212022379,81-100%,Medium,1
7801,22,Female,110982,Self-Employed,East,Savings,4,21804,463,8057,1010,Branch,13,No,16574,4524,85844,0.5421553987139444,662,Good,0.5259262779107672,18-30,100K-150K,True,0.0212346358466336,41-60%,Medium,1
7804,33,Male,41703,Self-Employed,North,Checking,4,35794,41,9018,2329,Online,14,No,12434,369,82326,0.8867874485380173,735,Good,0.58552402088838,31-40,40K-60K,True,0.0011454433703972,41-60%,Very High,1
7806,55,Male,138454,Retired,West,Savings,4,23732,21,8491,7494,Mobile,26,Yes,4461,3414,59091,0.3407621386783411,340,Poor,0.6758237586166344,51-60,100K-150K,True,0.0008848811730996,61-80%,Low,1
7809,46,Male,124365,Self-Employed,West,Checking,4,8474,324,1387,1733,Mobile,23,Yes,8006,1773,72791,0.7526975799180449,693,Average,0.0316747340640071,41-50,100K-150K,True,0.0382345999527967,0-20%,High,1
7810,43,Female,32685,Professional,West,Savings,3,43600,343,1984,7417,Online,4,No,3879,1664,18527,0.7164577509387824,733,Average,0.7999787934813674,41-50,20K-40K,False,0.0078669724770642,61-80%,High,1
7811,52,Male,107777,Retired,Central,Savings,3,35582,317,4313,3599,Mobile,9,Yes,14173,4568,56370,0.1954016548679634,725,Average,0.1088867740685552,51-60,100K-150K,True,0.0089089989320442,0-20%,Very Low,1
7812,32,Female,24487,Self-Employed,Central,Savings,3,11541,473,4281,743,Online,2,No,2974,943,87902,0.173975953020081,362,Good,0.9182324382829384,31-40,20K-40K,True,0.0409843167836409,81-100%,Very Low,1
7813,20,Female,32018,Self-Employed,South,Savings,4,13507,49,4517,9469,Branch,14,No,12915,1649,78465,0.1141742509688829,339,Poor,0.385657912147063,18-30,20K-40K,True,0.003627748574813,21-40%,Very Low,1
